靡ㄩ絏	虏嘿	るら	Μ絃基(じ)
COID	Name	MDATE	CLOSE
2317   	翬         	20170116	   95.17
2474   	Θ         	20170116	  205.39
1101   	猟         	20170117	   29.98
1216   	参         	20170117	   49.15
1301   	鹅         	20170117	   81.19
1402   	环狥穝       	20170117	   23.15
2002   	い葵         	20170117	   23.21
2105   	タ穝         	20170117	   58.01
2912   	参禬       	20170117	  210.83
9904   	腳Θ         	20170117	   36.52
6505   	鹅て       	20170117	   94.08
2303   	羛筿         	20170117	   10.79
2330   	縩筿       	20170117	  169.00
2408   	玭ㄈ       	20170117	   44.50
2357   	地河         	20170117	  244.14
3008   	ミ       	20170117	 4279.00
3481   	竤承         	20170117	   11.90
2412   	い地筿       	20170117	   93.66
2308   	笷筿       	20170117	  156.44
2327   	瓣エ         	20170117	   71.16
2317   	翬         	20170117	   95.74
2474   	Θ         	20170117	  209.14
1101   	猟         	20170118	   29.90
1216   	参         	20170118	   48.44
1301   	鹅         	20170118	   79.03
1402   	环狥穝       	20170118	   23.53
2002   	い葵         	20170118	   23.40
2105   	タ穝         	20170118	   57.18
2912   	参禬       	20170118	  206.80
9904   	腳Θ         	20170118	   36.34
6505   	鹅て       	20170118	   94.53
2303   	羛筿         	20170118	   10.79
2330   	縩筿       	20170118	  169.00
2408   	玭ㄈ       	20170118	   44.69
2357   	地河         	20170118	  241.48
3008   	ミ       	20170118	 4322.77
3481   	竤承         	20170118	   12.22
2412   	い地筿       	20170118	   92.75
2308   	笷筿       	20170118	  155.51
2327   	瓣エ         	20170118	   71.94
2317   	翬         	20170118	   94.94
2474   	Θ         	20170118	  207.74
1101   	猟         	20170119	   29.22
1216   	参         	20170119	   48.98
1301   	鹅         	20170119	   79.39
1402   	环狥穝       	20170119	   23.57
2002   	い葵         	20170119	   23.40
2105   	タ穝         	20170119	   57.27
2912   	参禬       	20170119	  205.90
9904   	腳Θ         	20170119	   35.83
6505   	鹅て       	20170119	   93.63
2303   	羛筿         	20170119	   10.74
2330   	縩筿       	20170119	  168.53
2408   	玭ㄈ       	20170119	   44.97
2357   	地河         	20170119	  240.59
3008   	ミ       	20170119	 4176.89
3481   	竤承         	20170119	   12.17
2412   	い地筿       	20170119	   92.29
2308   	笷筿       	20170119	  155.98
2327   	瓣エ         	20170119	   73.73
2317   	翬         	20170119	   95.17
2474   	Θ         	20170119	  218.05
1101   	猟         	20170120	   29.47
1216   	参         	20170120	   48.71
1301   	鹅         	20170120	   79.84
1402   	环狥穝       	20170120	   23.43
2002   	い葵         	20170120	   23.40
2105   	タ穝         	20170120	   56.63
2912   	参禬       	20170120	  204.11
9904   	腳Θ         	20170120	   35.83
6505   	鹅て       	20170120	   93.63
2303   	羛筿         	20170120	   10.74
2330   	縩筿       	20170120	  169.00
2408   	玭ㄈ       	20170120	   44.60
2357   	地河         	20170120	  242.81
3008   	ミ       	20170120	 4269.28
3481   	竤承         	20170120	   12.13
2412   	い地筿       	20170120	   92.75
2308   	笷筿       	20170120	  157.83
2327   	瓣エ         	20170120	   78.32
2317   	翬         	20170120	   95.05
2474   	Θ         	20170120	  227.43
1101   	猟         	20170123	   30.15
1216   	参         	20170123	   48.89
1301   	鹅         	20170123	   80.92
1402   	环狥穝       	20170123	   24.18
2002   	い葵         	20170123	   23.54
2105   	タ穝         	20170123	   57.18
2912   	参禬       	20170123	  207.69
9904   	腳Θ         	20170123	   36.29
6505   	鹅て       	20170123	   95.44
2303   	羛筿         	20170123	   10.70
2330   	縩筿       	20170123	  172.74
2408   	玭ㄈ       	20170123	   44.32
2357   	地河         	20170123	  245.91
3008   	ミ       	20170123	 4235.24
3481   	竤承         	20170123	   12.13
2412   	い地筿       	20170123	   92.75
2308   	笷筿       	20170123	  160.61
2327   	瓣エ         	20170123	   78.32
2317   	翬         	20170123	   95.74
2474   	Θ         	20170123	  228.84
1101   	猟         	20170124	   29.85
1216   	参         	20170124	   47.99
1301   	鹅         	20170124	   81.38
1402   	环狥穝       	20170124	   24.27
2002   	い葵         	20170124	   23.59
2105   	タ穝         	20170124	   57.00
2912   	参禬       	20170124	  209.49
9904   	腳Θ         	20170124	   36.02
6505   	鹅て       	20170124	   95.89
2303   	羛筿         	20170124	   10.51
2330   	縩筿       	20170124	  173.20
2408   	玭ㄈ       	20170124	   44.78
2357   	地河         	20170124	  242.36
3008   	ミ       	20170124	 4327.63
3481   	竤承         	20170124	   12.22
2412   	い地筿       	20170124	   93.21
2308   	笷筿       	20170124	  161.07
2327   	瓣エ         	20170124	   85.03
2317   	翬         	20170124	   95.40
2474   	Θ         	20170124	  239.15
1101   	猟         	20170202	   29.77
1216   	参         	20170202	   47.09
1301   	鹅         	20170202	   80.29
1402   	环狥穝       	20170202	   25.02
2002   	い葵         	20170202	   23.68
2105   	タ穝         	20170202	   56.36
2912   	参禬       	20170202	  206.80
9904   	腳Θ         	20170202	   35.38
6505   	鹅て       	20170202	   93.18
2303   	羛筿         	20170202	   10.47
2330   	縩筿       	20170202	  172.27
2408   	玭ㄈ       	20170202	   45.06
2357   	地河         	20170202	  238.81
3008   	ミ       	20170202	 4424.88
3481   	竤承         	20170202	   13.15
2412   	い地筿       	20170202	   91.38
2308   	笷筿       	20170202	  157.37
2327   	瓣エ         	20170202	   84.47
2317   	翬         	20170202	   95.85
2474   	Θ         	20170202	  234.93
1101   	猟         	20170203	   30.36
1216   	参         	20170203	   47.36
1301   	鹅         	20170203	   80.29
1402   	环狥穝       	20170203	   25.02
2002   	い葵         	20170203	   23.82
2105   	タ穝         	20170203	   56.91
2912   	参禬       	20170203	  207.69
9904   	腳Θ         	20170203	   35.61
6505   	鹅て       	20170203	   93.63
2303   	羛筿         	20170203	   10.56
2330   	縩筿       	20170203	  172.27
2408   	玭ㄈ       	20170203	   43.57
2357   	地河         	20170203	  236.15
3008   	ミ       	20170203	 4366.53
3481   	竤承         	20170203	   12.92
2412   	い地筿       	20170203	   91.38
2308   	笷筿       	20170203	  159.22
2327   	瓣エ         	20170203	   83.69
2317   	翬         	20170203	   95.40
2474   	Θ         	20170203	  240.09
1101   	猟         	20170206	   30.02
1216   	参         	20170206	   48.26
1301   	鹅         	20170206	   81.01
1402   	环狥穝       	20170206	   25.11
2002   	い葵         	20170206	   23.82
2105   	タ穝         	20170206	   57.09
2912   	参禬       	20170206	  205.90
9904   	腳Θ         	20170206	   35.74
6505   	鹅て       	20170206	   95.89
2303   	羛筿         	20170206	   10.60
2330   	縩筿       	20170206	  172.27
2408   	玭ㄈ       	20170206	   43.43
2357   	地河         	20170206	  233.93
3008   	ミ       	20170206	 4381.12
3481   	竤承         	20170206	   12.87
2412   	い地筿       	20170206	   91.84
2308   	笷筿       	20170206	  161.99
2327   	瓣エ         	20170206	   80.89
2317   	翬         	20170206	   96.88
2474   	Θ         	20170206	  240.09
1101   	猟         	20170207	   29.73
1216   	参         	20170207	   48.71
1301   	鹅         	20170207	   81.83
1402   	环狥穝       	20170207	   25.30
2002   	い葵         	20170207	   23.77
2105   	タ穝         	20170207	   58.37
2912   	参禬       	20170207	  207.25
9904   	腳Θ         	20170207	   36.20
6505   	鹅て       	20170207	   94.08
2303   	羛筿         	20170207	   10.65
2330   	縩筿       	20170207	  172.27
2408   	玭ㄈ       	20170207	   43.48
2357   	地河         	20170207	  236.59
3008   	ミ       	20170207	 4356.80
3481   	竤承         	20170207	   12.55
2412   	い地筿       	20170207	   92.29
2308   	笷筿       	20170207	  161.07
2327   	瓣エ         	20170207	   80.11
2317   	翬         	20170207	   97.79
2474   	Θ         	20170207	  244.31
1101   	猟         	20170208	   29.68
1216   	参         	20170208	   48.35
1301   	鹅         	20170208	   81.38
1402   	环狥穝       	20170208	   24.79
2002   	い葵         	20170208	   23.35
2105   	タ穝         	20170208	   57.55
2912   	参禬       	20170208	  205.90
9904   	腳Θ         	20170208	   36.43
6505   	鹅て       	20170208	   93.63
2303   	羛筿         	20170208	   10.60
2330   	縩筿       	20170208	  171.34
2408   	玭ㄈ       	20170208	   42.78
2357   	地河         	20170208	  233.04
3008   	ミ       	20170208	 4347.08
3481   	竤承         	20170208	   12.08
2412   	い地筿       	20170208	   91.84
2308   	笷筿       	20170208	  161.99
2327   	瓣エ         	20170208	   80.78
2317   	翬         	20170208	   99.73
2474   	Θ         	20170208	  245.25
1101   	猟         	20170209	   30.61
1216   	参         	20170209	   48.53
1301   	鹅         	20170209	   81.38
1402   	环狥穝       	20170209	   25.21
2002   	い葵         	20170209	   23.54
2105   	タ穝         	20170209	   58.28
2912   	参禬       	20170209	  205.45
9904   	腳Θ         	20170209	   36.34
6505   	鹅て       	20170209	   94.08
2303   	羛筿         	20170209	   10.65
2330   	縩筿       	20170209	  171.80
2408   	玭ㄈ       	20170209	   42.92
2357   	地河         	20170209	  235.26
3008   	ミ       	20170209	 4483.23
3481   	竤承         	20170209	   12.36
2412   	い地筿       	20170209	   91.38
2308   	笷筿       	20170209	  161.99
2327   	瓣エ         	20170209	   79.44
2317   	翬         	20170209	  101.32
2474   	Θ         	20170209	  242.44
1101   	猟         	20170210	   32.21
1216   	参         	20170210	   48.80
1301   	鹅         	20170210	   83.45
1402   	环狥穝       	20170210	   25.67
2002   	い葵         	20170210	   23.87
2105   	タ穝         	20170210	   59.02
2912   	参禬       	20170210	  204.11
9904   	腳Θ         	20170210	   36.84
6505   	鹅て       	20170210	   96.79
2303   	羛筿         	20170210	   10.74
2330   	縩筿       	20170210	  173.20
2408   	玭ㄈ       	20170210	   42.68
2357   	地河         	20170210	  236.59
3008   	ミ       	20170210	 4609.65
3481   	竤承         	20170210	   12.04
2412   	い地筿       	20170210	   92.29
2308   	笷筿       	20170210	  161.99
2327   	瓣エ         	20170210	   80.11
2317   	翬         	20170210	  101.55
2474   	Θ         	20170210	  249.47
1101   	猟         	20170213	   32.05
1216   	参         	20170213	   49.24
1301   	鹅         	20170213	   83.90
1402   	环狥穝       	20170213	   25.72
2002   	い葵         	20170213	   23.87
2105   	タ穝         	20170213	   59.29
2912   	参禬       	20170213	  203.21
9904   	腳Θ         	20170213	   37.97
6505   	鹅て       	20170213	   95.89
2303   	羛筿         	20170213	   10.84
2330   	縩筿       	20170213	  175.07
2408   	玭ㄈ       	20170213	   43.94
2357   	地河         	20170213	  241.03
3008   	ミ       	20170213	 4575.62
3481   	竤承         	20170213	   11.43
2412   	い地筿       	20170213	   92.29
2308   	笷筿       	20170213	  161.99
2327   	瓣エ         	20170213	   78.99
2317   	翬         	20170213	  102.46
2474   	Θ         	20170213	  251.35
1101   	猟         	20170214	   31.88
1216   	参         	20170214	   48.62
1301   	鹅         	20170214	   83.45
1402   	环狥穝       	20170214	   25.58
2002   	い葵         	20170214	   23.96
2105   	タ穝         	20170214	   60.39
2912   	参禬       	20170214	  201.41
9904   	腳Θ         	20170214	   37.97
6505   	鹅て       	20170214	   97.24
2303   	羛筿         	20170214	   10.84
2330   	縩筿       	20170214	  175.07
2408   	玭ㄈ       	20170214	   43.52
2357   	地河         	20170214	  244.58
3008   	ミ       	20170214	 4585.34
3481   	竤承         	20170214	   11.39
2412   	い地筿       	20170214	   92.29
2308   	笷筿       	20170214	  162.46
2327   	瓣エ         	20170214	   78.32
2317   	翬         	20170214	  102.58
2474   	Θ         	20170214	  247.59
1101   	猟         	20170215	   32.09
1216   	参         	20170215	   49.33
1301   	鹅         	20170215	   87.06
1402   	环狥穝       	20170215	   25.95
2002   	い葵         	20170215	   24.52
2105   	タ穝         	20170215	   61.31
2912   	参禬       	20170215	  202.76
9904   	腳Θ         	20170215	   38.52
6505   	鹅て       	20170215	   98.14
2303   	羛筿         	20170215	   10.88
2330   	縩筿       	20170215	  176.47
2408   	玭ㄈ       	20170215	   43.52
2357   	地河         	20170215	  248.58
3008   	ミ       	20170215	 4565.89
3481   	竤承         	20170215	   11.57
2412   	い地筿       	20170215	   92.29
2308   	笷筿       	20170215	  162.46
2327   	瓣エ         	20170215	   78.21
2317   	翬         	20170215	  103.60
2474   	Θ         	20170215	  252.28
1101   	猟         	20170216	   31.75
1216   	参         	20170216	   49.78
1301   	鹅         	20170216	   84.80
1402   	环狥穝       	20170216	   25.86
2002   	い葵         	20170216	   24.14
2105   	タ穝         	20170216	   60.57
2912   	参禬       	20170216	  204.11
9904   	腳Θ         	20170216	   38.52
6505   	鹅て       	20170216	   97.69
2303   	羛筿         	20170216	   10.93
2330   	縩筿       	20170216	  176.47
2408   	玭ㄈ       	20170216	   43.57
2357   	地河         	20170216	  243.25
3008   	ミ       	20170216	 4434.60
3481   	竤承         	20170216	   11.62
2412   	い地筿       	20170216	   92.29
2308   	笷筿       	20170216	  161.99
2327   	瓣エ         	20170216	   78.43
2317   	翬         	20170216	  103.72
2474   	Θ         	20170216	  250.41
1101   	猟         	20170217	   31.62
1216   	参         	20170217	   49.42
1301   	鹅         	20170217	   84.35
1402   	环狥穝       	20170217	   25.81
2002   	い葵         	20170217	   24.14
2105   	タ穝         	20170217	   59.84
2912   	参禬       	20170217	  202.76
9904   	腳Θ         	20170217	   38.52
6505   	鹅て       	20170217	   96.34
2303   	羛筿         	20170217	   10.88
2330   	縩筿       	20170217	  176.94
2408   	玭ㄈ       	20170217	   43.29
2357   	地河         	20170217	  244.14
3008   	ミ       	20170217	 4405.43
3481   	竤承         	20170217	   11.48
2412   	い地筿       	20170217	   92.29
2308   	笷筿       	20170217	  160.61
2327   	瓣エ         	20170217	   77.54
2317   	翬         	20170217	  102.58
2474   	Θ         	20170217	  244.78
1101   	猟         	20170218	   31.46
1216   	参         	20170218	   48.98
1301   	鹅         	20170218	   84.62
1402   	环狥穝       	20170218	   25.77
2002   	い葵         	20170218	   24.14
2105   	タ穝         	20170218	   60.02
2912   	参禬       	20170218	  202.76
9904   	腳Θ         	20170218	   38.98
6505   	鹅て       	20170218	   96.79
2303   	羛筿         	20170218	   10.88
2330   	縩筿       	20170218	  176.94
2408   	玭ㄈ       	20170218	   43.34
2357   	地河         	20170218	  244.58
3008   	ミ       	20170218	 4376.25
3481   	竤承         	20170218	   11.43
2412   	い地筿       	20170218	   92.75
2308   	笷筿       	20170218	  162.46
2327   	瓣エ         	20170218	   77.76
2317   	翬         	20170218	  102.46
2474   	Θ         	20170218	  242.90
1101   	猟         	20170220	   30.87
1216   	参         	20170220	   48.89
1301   	鹅         	20170220	   84.35
1402   	环狥穝       	20170220	   25.44
2002   	い葵         	20170220	   24.19
2105   	タ穝         	20170220	   60.30
2912   	参禬       	20170220	  204.55
9904   	腳Θ         	20170220	   38.34
6505   	鹅て       	20170220	   97.24
2303   	羛筿         	20170220	   10.88
2330   	縩筿       	20170220	  177.41
2408   	玭ㄈ       	20170220	   42.50
2357   	地河         	20170220	  243.70
3008   	ミ       	20170220	 4371.39
3481   	竤承         	20170220	   11.30
2412   	い地筿       	20170220	   92.75
2308   	笷筿       	20170220	  161.07
2327   	瓣エ         	20170220	   78.32
2317   	翬         	20170220	  102.69
2474   	Θ         	20170220	  239.15
1101   	猟         	20170221	   31.25
1216   	参         	20170221	   48.89
1301   	鹅         	20170221	   84.17
1402   	环狥穝       	20170221	   25.63
2002   	い葵         	20170221	   24.33
2105   	タ穝         	20170221	   60.48
2912   	参禬       	20170221	  203.21
9904   	腳Θ         	20170221	   38.25
6505   	鹅て       	20170221	   96.79
2303   	羛筿         	20170221	   10.88
2330   	縩筿       	20170221	  177.41
2408   	玭ㄈ       	20170221	   43.24
2357   	地河         	20170221	  243.25
3008   	ミ       	20170221	 4434.60
3481   	竤承         	20170221	   11.48
2412   	い地筿       	20170221	   92.29
2308   	笷筿       	20170221	  158.29
2327   	瓣エ         	20170221	   81.23
2317   	翬         	20170221	  103.15
2474   	Θ         	20170221	  242.44
1101   	猟         	20170222	   32.21
1216   	参         	20170222	   49.15
1301   	鹅         	20170222	   83.45
1402   	环狥穝       	20170222	   26.05
2002   	い葵         	20170222	   24.33
2105   	タ穝         	20170222	   60.57
2912   	参禬       	20170222	  201.86
9904   	腳Θ         	20170222	   38.20
6505   	鹅て       	20170222	   98.14
2303   	羛筿         	20170222	   10.70
2330   	縩筿       	20170222	  176.00
2408   	玭ㄈ       	20170222	   43.15
2357   	地河         	20170222	  243.70
3008   	ミ       	20170222	 4551.30
3481   	竤承         	20170222	   11.57
2412   	い地筿       	20170222	   92.29
2308   	笷筿       	20170222	  159.22
2327   	瓣エ         	20170222	   81.90
2317   	翬         	20170222	  103.15
2474   	Θ         	20170222	  242.44
1101   	猟         	20170223	   32.05
1216   	参         	20170223	   48.89
1301   	鹅         	20170223	   83.45
1402   	环狥穝       	20170223	   25.86
2002   	い葵         	20170223	   24.33
2105   	タ穝         	20170223	   60.39
2912   	参禬       	20170223	  201.86
9904   	腳Θ         	20170223	   38.29
6505   	鹅て       	20170223	   98.14
2303   	羛筿         	20170223	   10.88
2330   	縩筿       	20170223	  176.00
2408   	玭ㄈ       	20170223	   42.64
2357   	地河         	20170223	  247.69
3008   	ミ       	20170223	 4614.52
3481   	竤承         	20170223	   11.43
2412   	い地筿       	20170223	   93.21
2308   	笷筿       	20170223	  158.75
2327   	瓣エ         	20170223	   81.79
2317   	翬         	20170223	  102.92
2474   	Θ         	20170223	  240.56
1101   	猟         	20170224	   31.75
1216   	参         	20170224	   48.98
1301   	鹅         	20170224	   83.54
1402   	环狥穝       	20170224	   25.67
2002   	い葵         	20170224	   24.05
2105   	タ穝         	20170224	   59.84
2912   	参禬       	20170224	  202.31
9904   	腳Θ         	20170224	   37.97
6505   	鹅て       	20170224	   96.34
2303   	羛筿         	20170224	   11.81
2330   	縩筿       	20170224	  176.47
2408   	玭ㄈ       	20170224	   42.45
2357   	地河         	20170224	  246.36
3008   	ミ       	20170224	 4434.60
3481   	竤承         	20170224	   11.57
2412   	い地筿       	20170224	   93.21
2308   	笷筿       	20170224	  158.29
2327   	瓣エ         	20170224	   84.59
2317   	翬         	20170224	  102.01
2474   	Θ         	20170224	  241.03
1101   	猟         	20170301	   31.79
1216   	参         	20170301	   50.68
1301   	鹅         	20170301	   82.10
1402   	环狥穝       	20170301	   24.93
2002   	い葵         	20170301	   23.96
2105   	タ穝         	20170301	   58.65
2912   	参禬       	20170301	  200.52
9904   	腳Θ         	20170301	   37.43
6505   	鹅て       	20170301	   94.08
2303   	羛筿         	20170301	   11.48
2330   	縩筿       	20170301	  173.67
2408   	玭ㄈ       	20170301	   42.03
2357   	地河         	20170301	  243.70
3008   	ミ       	20170301	 4351.94
3481   	竤承         	20170301	   11.30
2412   	い地筿       	20170301	   92.75
2308   	笷筿       	20170301	  155.98
2327   	瓣エ         	20170301	   89.51
2317   	翬         	20170301	  101.44
2474   	Θ         	20170301	  237.28
1101   	猟         	20170302	   32.17
1216   	参         	20170302	   50.68
1301   	鹅         	20170302	   81.56
1402   	环狥穝       	20170302	   25.02
2002   	い葵         	20170302	   24.10
2105   	タ穝         	20170302	   59.38
2912   	参禬       	20170302	  201.86
9904   	腳Θ         	20170302	   37.70
6505   	鹅て       	20170302	   94.98
2303   	羛筿         	20170302	   11.39
2330   	縩筿       	20170302	  173.67
2408   	玭ㄈ       	20170302	   42.31
2357   	地河         	20170302	  247.25
3008   	ミ       	20170302	 4361.67
3481   	竤承         	20170302	   11.43
2412   	い地筿       	20170302	   93.21
2308   	笷筿       	20170302	  156.90
2327   	瓣エ         	20170302	   84.25
2317   	翬         	20170302	  102.12
2474   	Θ         	20170302	  242.44
1101   	猟         	20170303	   32.05
1216   	参         	20170303	   50.50
1301   	鹅         	20170303	   80.92
1402   	环狥穝       	20170303	   24.88
2002   	い葵         	20170303	   23.82
2105   	タ穝         	20170303	   58.92
2912   	参禬       	20170303	  200.97
9904   	腳Θ         	20170303	   36.97
6505   	鹅て       	20170303	   94.08
2303   	羛筿         	20170303	   11.25
2330   	縩筿       	20170303	  171.80
2408   	玭ㄈ       	20170303	   43.01
2357   	地河         	20170303	  247.69
3008   	ミ       	20170303	 4342.22
3481   	竤承         	20170303	   11.34
2412   	い地筿       	20170303	   93.66
2308   	笷筿       	20170303	  155.51
2327   	瓣エ         	20170303	   83.36
2317   	翬         	20170303	  101.21
2474   	Θ         	20170303	  242.44
1101   	猟         	20170306	   31.88
1216   	参         	20170306	   50.86
1301   	鹅         	20170306	   80.83
1402   	环狥穝       	20170306	   25.02
2002   	い葵         	20170306	   23.96
2105   	タ穝         	20170306	   59.11
2912   	参禬       	20170306	  200.97
9904   	腳Θ         	20170306	   37.34
6505   	鹅て       	20170306	   96.79
2303   	羛筿         	20170306	   11.21
2330   	縩筿       	20170306	  171.34
2408   	玭ㄈ       	20170306	   43.43
2357   	地河         	20170306	  245.91
3008   	ミ       	20170306	 4376.25
3481   	竤承         	20170306	   11.34
2412   	い地筿       	20170306	   93.66
2308   	笷筿       	20170306	  155.51
2327   	瓣エ         	20170306	   91.64
2317   	翬         	20170306	  102.46
2474   	Θ         	20170306	  243.84
1101   	猟         	20170307	   32.21
1216   	参         	20170307	   50.95
1301   	鹅         	20170307	   82.01
1402   	环狥穝       	20170307	   25.02
2002   	い葵         	20170307	   24.14
2105   	タ穝         	20170307	   59.20
2912   	参禬       	20170307	  201.86
9904   	腳Θ         	20170307	   37.34
6505   	鹅て       	20170307	   97.24
2303   	羛筿         	20170307	   11.53
2330   	縩筿       	20170307	  173.20
2408   	玭ㄈ       	20170307	   43.48
2357   	地河         	20170307	  246.80
3008   	ミ       	20170307	 4322.77
3481   	竤承         	20170307	   11.53
2412   	い地筿       	20170307	   93.66
2308   	笷筿       	20170307	  155.51
2327   	瓣エ         	20170307	   89.85
2317   	翬         	20170307	  103.15
2474   	Θ         	20170307	  245.72
1101   	猟         	20170308	   32.17
1216   	参         	20170308	   50.86
1301   	鹅         	20170308	   81.47
1402   	环狥穝       	20170308	   25.21
2002   	い葵         	20170308	   23.91
2105   	タ穝         	20170308	   59.29
2912   	参禬       	20170308	  201.86
9904   	腳Θ         	20170308	   37.06
6505   	鹅て       	20170308	   96.34
2303   	羛筿         	20170308	   11.35
2330   	縩筿       	20170308	  174.60
2408   	玭ㄈ       	20170308	   43.48
2357   	地河         	20170308	  245.47
3008   	ミ       	20170308	 4317.90
3481   	竤承         	20170308	   11.53
2412   	い地筿       	20170308	   94.12
2308   	笷筿       	20170308	  156.44
2327   	瓣エ         	20170308	   89.40
2317   	翬         	20170308	  103.38
2474   	Θ         	20170308	  244.31
1101   	猟         	20170309	   31.62
1216   	参         	20170309	   49.96
1301   	鹅         	20170309	   79.84
1402   	环狥穝       	20170309	   24.74
2002   	い葵         	20170309	   23.63
2105   	タ穝         	20170309	   58.65
2912   	参禬       	20170309	  200.97
9904   	腳Θ         	20170309	   37.43
6505   	鹅て       	20170309	   93.63
2303   	羛筿         	20170309	   11.21
2330   	縩筿       	20170309	  172.27
2408   	玭ㄈ       	20170309	   43.43
2357   	地河         	20170309	  246.80
3008   	ミ       	20170309	 4361.67
3481   	竤承         	20170309	   11.34
2412   	い地筿       	20170309	   94.58
2308   	笷筿       	20170309	  154.59
2327   	瓣エ         	20170309	   90.29
2317   	翬         	20170309	  101.78
2474   	Θ         	20170309	  240.56
1101   	猟         	20170310	   31.20
1216   	参         	20170310	   49.15
1301   	鹅         	20170310	   79.39
1402   	环狥穝       	20170310	   24.65
2002   	い葵         	20170310	   23.63
2105   	タ穝         	20170310	   59.57
2912   	参禬       	20170310	  200.07
9904   	腳Θ         	20170310	   37.25
6505   	鹅て       	20170310	   93.18
2303   	羛筿         	20170310	   11.21
2330   	縩筿       	20170310	  171.34
2408   	玭ㄈ       	20170310	   41.42
2357   	地河         	20170310	  247.69
3008   	ミ       	20170310	 4381.12
3481   	竤承         	20170310	   11.20
2412   	い地筿       	20170310	   94.12
2308   	笷筿       	20170310	  149.50
2327   	瓣エ         	20170310	   90.18
2317   	翬         	20170310	  102.46
2474   	Θ         	20170310	  241.03
1101   	猟         	20170313	   31.71
1216   	参         	20170313	   49.15
1301   	鹅         	20170313	   79.30
1402   	环狥穝       	20170313	   24.83
2002   	い葵         	20170313	   23.73
2105   	タ穝         	20170313	   60.02
2912   	参禬       	20170313	  207.69
9904   	腳Θ         	20170313	   37.70
6505   	鹅て       	20170313	   93.18
2303   	羛筿         	20170313	   11.30
2330   	縩筿       	20170313	  174.14
2408   	玭ㄈ       	20170313	   41.66
2357   	地河         	20170313	  248.58
3008   	ミ       	20170313	 4522.13
3481   	竤承         	20170313	   11.06
2412   	い地筿       	20170313	   94.58
2308   	笷筿       	20170313	  149.96
2327   	瓣エ         	20170313	   94.99
2317   	翬         	20170313	  102.58
2474   	Θ         	20170313	  240.56
1101   	猟         	20170314	   31.88
1216   	参         	20170314	   50.59
1301   	鹅         	20170314	   80.38
1402   	环狥穝       	20170314	   25.02
2002   	い葵         	20170314	   23.77
2105   	タ穝         	20170314	   59.57
2912   	参禬       	20170314	  212.63
9904   	腳Θ         	20170314	   37.79
6505   	鹅て       	20170314	   95.89
2303   	羛筿         	20170314	   11.30
2330   	縩筿       	20170314	  173.67
2408   	玭ㄈ       	20170314	   42.12
2357   	地河         	20170314	  255.24
3008   	ミ       	20170314	 4517.27
3481   	竤承         	20170314	   11.25
2412   	い地筿       	20170314	   94.58
2308   	笷筿       	20170314	  152.27
2327   	瓣エ         	20170314	   94.32
2317   	翬         	20170314	  102.58
2474   	Θ         	20170314	  256.50
1101   	猟         	20170315	   32.21
1216   	参         	20170315	   50.59
1301   	鹅         	20170315	   80.65
1402   	环狥穝       	20170315	   25.02
2002   	い葵         	20170315	   23.87
2105   	タ穝         	20170315	   60.48
2912   	参禬       	20170315	  213.08
9904   	腳Θ         	20170315	   37.52
6505   	鹅て       	20170315	   94.53
2303   	羛筿         	20170315	   11.35
2330   	縩筿       	20170315	  174.14
2408   	玭ㄈ       	20170315	   41.52
2357   	地河         	20170315	  254.35
3008   	ミ       	20170315	 4463.78
3481   	竤承         	20170315	   11.25
2412   	い地筿       	20170315	   94.12
2308   	笷筿       	20170315	  151.81
2327   	瓣エ         	20170315	   93.99
2317   	翬         	20170315	  102.69
2474   	Θ         	20170315	  249.94
1101   	猟         	20170316	   32.05
1216   	参         	20170316	   51.13
1301   	鹅         	20170316	   81.83
1402   	环狥穝       	20170316	   25.30
2002   	い葵         	20170316	   24.01
2105   	タ穝         	20170316	   60.66
2912   	参禬       	20170316	  218.46
9904   	腳Θ         	20170316	   38.34
6505   	鹅て       	20170316	   96.34
2303   	羛筿         	20170316	   11.48
2330   	縩筿       	20170316	  177.41
2408   	玭ㄈ       	20170316	   42.45
2357   	地河         	20170316	  255.68
3008   	ミ       	20170316	 4536.72
3481   	竤承         	20170316	   11.39
2412   	い地筿       	20170316	   95.03
2308   	笷筿       	20170316	  153.66
2327   	瓣エ         	20170316	   93.99
2317   	翬         	20170316	  103.60
2474   	Θ         	20170316	  253.69
1101   	猟         	20170317	   32.21
1216   	参         	20170317	   52.11
1301   	鹅         	20170317	   82.37
1402   	环狥穝       	20170317	   25.21
2002   	い葵         	20170317	   24.10
2105   	タ穝         	20170317	   60.85
2912   	参禬       	20170317	  217.11
9904   	腳Θ         	20170317	   38.34
6505   	鹅て       	20170317	   95.89
2303   	羛筿         	20170317	   11.48
2330   	縩筿       	20170317	  178.81
2408   	玭ㄈ       	20170317	   43.29
2357   	地河         	20170317	  254.79
3008   	ミ       	20170317	 4629.10
3481   	竤承         	20170317	   11.39
2412   	い地筿       	20170317	   95.95
2308   	笷筿       	20170317	  156.44
2327   	瓣エ         	20170317	   95.66
2317   	翬         	20170317	  104.17
2474   	Θ         	20170317	  264.48
1101   	猟         	20170320	   32.17
1216   	参         	20170320	   51.49
1301   	鹅         	20170320	   82.82
1402   	环狥穝       	20170320	   25.07
2002   	い葵         	20170320	   24.10
2105   	タ穝         	20170320	   60.85
2912   	参禬       	20170320	  219.81
9904   	腳Θ         	20170320	   37.93
