靡ㄩ絏	虏嘿	るら	Μ絃基(じ)
COID	Name	MDATE	CLOSE
2317   	翬         	20180718	   99.64
2474   	Θ         	20180718	  354.30
1101   	猟         	20180719	   37.57
1216   	参         	20180719	   76.37
1301   	鹅         	20180719	  107.50
1402   	环狥穝       	20180719	   31.80
2002   	い葵         	20180719	   23.34
2105   	タ穝         	20180719	   45.10
2912   	参禬       	20180719	  323.07
9904   	腳Θ         	20180719	   34.30
6505   	鹅て       	20180719	  120.00
2303   	羛筿         	20180719	   17.60
2330   	縩筿       	20180719	  224.50
2408   	玭ㄈ       	20180719	   80.20
2357   	地河         	20180719	  259.50
3008   	ミ       	20180719	 4972.73
3481   	竤承         	20180719	   11.25
2412   	い地筿       	20180719	  106.70
2308   	笷筿       	20180719	  103.00
2327   	瓣エ         	20180719	  892.00
2317   	翬         	20180719	  100.94
2474   	Θ         	20180719	  361.55
1101   	猟         	20180720	   37.17
1216   	参         	20180720	   75.16
1301   	鹅         	20180720	  107.50
1402   	环狥穝       	20180720	   32.20
2002   	い葵         	20180720	   23.39
2105   	タ穝         	20180720	   45.20
2912   	参禬       	20180720	  331.40
9904   	腳Θ         	20180720	   33.90
6505   	鹅て       	20180720	  120.50
2303   	羛筿         	20180720	   17.85
2330   	縩筿       	20180720	  237.50
2408   	玭ㄈ       	20180720	   80.50
2357   	地河         	20180720	  260.50
3008   	ミ       	20180720	 5184.24
3481   	竤承         	20180720	   11.40
2412   	い地筿       	20180720	  106.70
2308   	笷筿       	20180720	  103.50
2327   	瓣エ         	20180720	  812.00
2317   	翬         	20180720	  101.06
2474   	Θ         	20180720	  354.30
1101   	猟         	20180723	   37.48
1216   	参         	20180723	   74.51
1301   	鹅         	20180723	  108.50
1402   	环狥穝       	20180723	   32.20
2002   	い葵         	20180723	   23.39
2105   	タ穝         	20180723	   45.20
2912   	参禬       	20180723	  344.36
9904   	腳Θ         	20180723	   33.95
6505   	鹅て       	20180723	  121.00
2303   	羛筿         	20180723	   18.25
2330   	縩筿       	20180723	  241.00
2408   	玭ㄈ       	20180723	   78.50
2357   	地河         	20180723	  261.50
3008   	ミ       	20180723	 5090.78
3481   	竤承         	20180723	   11.50
2412   	い地筿       	20180723	  106.50
2308   	笷筿       	20180723	  104.00
2327   	瓣エ         	20180723	  843.00
2317   	翬         	20180723	  101.30
2474   	Θ         	20180723	  353.82
1101   	猟         	20180724	   39.98
1216   	参         	20180724	   74.97
1301   	鹅         	20180724	  109.50
1402   	环狥穝       	20180724	   32.65
2002   	い葵         	20180724	   23.87
2105   	タ穝         	20180724	   45.80
2912   	参禬       	20180724	  340.20
9904   	腳Θ         	20180724	   34.30
6505   	鹅て       	20180724	  120.50
2303   	羛筿         	20180724	   18.20
2330   	縩筿       	20180724	  241.00
2408   	玭ㄈ       	20180724	   78.70
2357   	地河         	20180724	  263.50
3008   	ミ       	20180724	 5115.38
3481   	竤承         	20180724	   11.40
2412   	い地筿       	20180724	  105.50
2308   	笷筿       	20180724	  104.50
2327   	瓣エ         	20180724	  893.00
2317   	翬         	20180724	  100.94
2474   	Θ         	20180724	  365.42
1101   	猟         	20180725	   39.63
1216   	参         	20180725	   74.23
1301   	鹅         	20180725	  108.50
1402   	环狥穝       	20180725	   32.20
2002   	い葵         	20180725	   23.92
2105   	タ穝         	20180725	   45.75
2912   	参禬       	20180725	  306.41
9904   	腳Θ         	20180725	   34.75
6505   	鹅て       	20180725	  119.50
2303   	羛筿         	20180725	   18.20
2330   	縩筿       	20180725	  240.50
2408   	玭ㄈ       	20180725	   80.70
2357   	地河         	20180725	  261.00
3008   	ミ       	20180725	 5139.97
3481   	竤承         	20180725	   11.40
2412   	い地筿       	20180725	  105.00
2308   	笷筿       	20180725	  103.50
2327   	瓣エ         	20180725	  925.00
2317   	翬         	20180725	  100.33
2474   	Θ         	20180725	  365.42
1101   	猟         	20180726	   40.50
1216   	参         	20180726	   75.07
1301   	鹅         	20180726	  111.00
1402   	环狥穝       	20180726	   32.85
2002   	い葵         	20180726	   24.65
2105   	タ穝         	20180726	   45.65
2912   	参禬       	20180726	  310.57
9904   	腳Θ         	20180726	   34.75
6505   	鹅て       	20180726	  120.00
2303   	羛筿         	20180726	   17.50
2330   	縩筿       	20180726	  241.00
2408   	玭ㄈ       	20180726	   81.00
2357   	地河         	20180726	  261.00
3008   	ミ       	20180726	 5115.38
3481   	竤承         	20180726	   11.30
2412   	い地筿       	20180726	  105.50
2308   	笷筿       	20180726	  104.50
2327   	瓣エ         	20180726	  915.00
2317   	翬         	20180726	  101.30
2474   	Θ         	20180726	  360.10
1101   	猟         	20180727	   40.30
1216   	参         	20180727	   75.07
1301   	鹅         	20180727	  110.50
1402   	环狥穝       	20180727	   32.25
2002   	い葵         	20180727	   24.65
2105   	タ穝         	20180727	   46.85
2912   	参禬       	20180727	  305.95
9904   	腳Θ         	20180727	   34.95
6505   	鹅て       	20180727	  120.00
2303   	羛筿         	20180727	   17.30
2330   	縩筿       	20180727	  244.50
2408   	玭ㄈ       	20180727	   81.90
2357   	地河         	20180727	  261.00
3008   	ミ       	20180727	 5174.40
3481   	竤承         	20180727	   11.35
2412   	い地筿       	20180727	  105.50
2308   	笷筿       	20180727	  108.00
2327   	瓣エ         	20180727	  933.00
2317   	翬         	20180727	  100.94
2474   	Θ         	20180727	  363.97
1101   	猟         	20180730	   40.70
1216   	参         	20180730	   75.07
1301   	鹅         	20180730	  111.50
1402   	环狥穝       	20180730	   32.15
2002   	い葵         	20180730	   24.80
2105   	タ穝         	20180730	   47.00
2912   	参禬       	20180730	  305.48
9904   	腳Θ         	20180730	   33.95
6505   	鹅て       	20180730	  119.00
2303   	羛筿         	20180730	   17.20
2330   	縩筿       	20180730	  245.50
2408   	玭ㄈ       	20180730	   79.60
2357   	地河         	20180730	  262.50
3008   	ミ       	20180730	 5095.70
3481   	竤承         	20180730	   11.45
2412   	い地筿       	20180730	  106.00
2308   	笷筿       	20180730	  104.50
2327   	瓣エ         	20180730	  840.00
2317   	翬         	20180730	  102.15
2474   	Θ         	20180730	  363.48
1101   	猟         	20180731	   39.35
1216   	参         	20180731	   75.16
1301   	鹅         	20180731	  112.50
1402   	环狥穝       	20180731	   32.60
2002   	い葵         	20180731	   25.00
2105   	タ穝         	20180731	   47.30
2912   	参禬       	20180731	  311.50
9904   	腳Θ         	20180731	   33.65
6505   	鹅て       	20180731	  120.50
2303   	羛筿         	20180731	   17.55
2330   	縩筿       	20180731	  246.00
2408   	玭ㄈ       	20180731	   78.60
2357   	地河         	20180731	  263.50
3008   	ミ       	20180731	 5066.19
3481   	竤承         	20180731	   11.50
2412   	い地筿       	20180731	  106.00
2308   	笷筿       	20180731	  106.50
2327   	瓣エ         	20180731	  781.00
2317   	翬         	20180731	  101.67
2474   	Θ         	20180731	  363.97
1101   	猟         	20180801	   41.05
1216   	参         	20180801	   73.30
1301   	鹅         	20180801	  113.00
1402   	环狥穝       	20180801	   32.30
2002   	い葵         	20180801	   24.95
2105   	タ穝         	20180801	   47.45
2912   	参禬       	20180801	  306.00
9904   	腳Θ         	20180801	   33.95
6505   	鹅て       	20180801	  120.50
2303   	羛筿         	20180801	   17.40
2330   	縩筿       	20180801	  248.00
2408   	玭ㄈ       	20180801	   79.60
2357   	地河         	20180801	  265.50
3008   	ミ       	20180801	 4967.82
3481   	竤承         	20180801	   11.45
2412   	い地筿       	20180801	  106.00
2308   	笷筿       	20180801	  107.50
2327   	瓣エ         	20180801	  795.00
2317   	翬         	20180801	  102.03
2474   	Θ         	20180801	  370.73
1101   	猟         	20180802	   40.60
1216   	参         	20180802	   73.90
1301   	鹅         	20180802	  112.00
1402   	环狥穝       	20180802	   30.75
2002   	い葵         	20180802	   24.65
2105   	タ穝         	20180802	   46.80
2912   	参禬       	20180802	  305.50
9904   	腳Θ         	20180802	   33.65
6505   	鹅て       	20180802	  118.50
2303   	羛筿         	20180802	   17.30
2330   	縩筿       	20180802	  244.50
2408   	玭ㄈ       	20180802	   78.40
2357   	地河         	20180802	  267.00
3008   	ミ       	20180802	 4923.55
3481   	竤承         	20180802	   11.20
2412   	い地筿       	20180802	  105.50
2308   	笷筿       	20180802	  106.50
2327   	瓣エ         	20180802	  716.00
2317   	翬         	20180802	  100.45
2474   	Θ         	20180802	  351.88
1101   	猟         	20180803	   40.45
1216   	参         	20180803	   74.60
1301   	鹅         	20180803	  111.50
1402   	环狥穝       	20180803	   31.25
2002   	い葵         	20180803	   24.75
2105   	タ穝         	20180803	   47.05
2912   	参禬       	20180803	  310.00
9904   	腳Θ         	20180803	   33.50
6505   	鹅て       	20180803	  121.00
2303   	羛筿         	20180803	   17.70
2330   	縩筿       	20180803	  247.00
2408   	玭ㄈ       	20180803	   75.80
2357   	地河         	20180803	  268.00
3008   	ミ       	20180803	 5046.51
3481   	竤承         	20180803	   11.40
2412   	い地筿       	20180803	  106.00
2308   	笷筿       	20180803	  108.00
2327   	瓣エ         	20180803	  730.00
2317   	翬         	20180803	  101.67
2474   	Θ         	20180803	  358.65
1101   	猟         	20180806	   40.35
1216   	参         	20180806	   74.20
1301   	鹅         	20180806	  112.50
1402   	环狥穝       	20180806	   32.10
2002   	い葵         	20180806	   24.90
2105   	タ穝         	20180806	   48.80
2912   	参禬       	20180806	  311.00
9904   	腳Θ         	20180806	   33.45
6505   	鹅て       	20180806	  121.50
2303   	羛筿         	20180806	   17.95
2330   	縩筿       	20180806	  245.50
2408   	玭ㄈ       	20180806	   73.60
2357   	地河         	20180806	  269.00
3008   	ミ       	20180806	 5046.51
3481   	竤承         	20180806	   11.45
2412   	い地筿       	20180806	  106.50
2308   	笷筿       	20180806	  107.00
2327   	瓣エ         	20180806	  724.00
2317   	翬         	20180806	  102.64
2474   	Θ         	20180806	  359.13
1101   	猟         	20180807	   40.15
1216   	参         	20180807	   73.40
1301   	鹅         	20180807	  111.00
1402   	环狥穝       	20180807	   32.00
2002   	い葵         	20180807	   24.90
2105   	タ穝         	20180807	   49.45
2912   	参禬       	20180807	  309.00
9904   	腳Θ         	20180807	   33.30
6505   	鹅て       	20180807	  119.00
2303   	羛筿         	20180807	   17.85
2330   	縩筿       	20180807	  241.50
2408   	玭ㄈ       	20180807	   74.30
2357   	地河         	20180807	  269.00
3008   	ミ       	20180807	 4933.39
3481   	竤承         	20180807	   11.60
2412   	い地筿       	20180807	  106.50
2308   	笷筿       	20180807	  108.00
2327   	瓣エ         	20180807	  788.00
2317   	翬         	20180807	  102.40
2474   	Θ         	20180807	  363.97
1101   	猟         	20180808	   40.60
1216   	参         	20180808	   72.20
1301   	鹅         	20180808	  112.00
1402   	环狥穝       	20180808	   32.20
2002   	い葵         	20180808	   24.95
2105   	タ穝         	20180808	   49.05
2912   	参禬       	20180808	  313.00
9904   	腳Θ         	20180808	   33.65
6505   	鹅て       	20180808	  121.00
